Data,zachmurzenie,prędkość wiatru [m/s],temperatura [°C],ciśnienie pary wodnej [hPa],wilgotność względna [%],ciśnienie na poziomie stacji [hPa],ciśnienie na poziomie morza [hPa],suma opadu dzień  [mm],suma opadu noc   [mm]
2017-12-26,3.5,1.1,-0.9,5.3,91.9,981.2,1011.4,0.0,0.0
2017-12-27,3.0,2.9,2.0,5.7,81.8,970.9,1000.4,0.0,0.0
2017-12-28,7.1,2.8,4.7,6.9,80.4,964.7,993.8,0.3,5.7
2017-12-29,7.6,3.3,0.6,5.7,89.6,977.8,1007.7,0.5,0.0
2017-12-30,3.0,1.0,-1.8,4.6,85.5,981.6,1011.8,0.0,0.7
2017-12-31,7.0,2.8,4.7,7.7,89.1,979.3,1008.8,0.5,0.0
2022-01-01,7.9,5.4,9.9,11.5,94.3,991.6,1021.0,2.0,0.0
2022-01-02,7.3,1.9,8.3,10.0,91.1,989.3,1018.7,0.0,0.0
2022-01-03,5.9,8.3,8.9,8.4,73.3,980.9,1010.0,0.8,0.8
2022-01-04,7.8,3.0,8.0,9.0,84.0,972.1,1001.0,0.0,2.0
2022-01-05,7.5,4.1,5.0,8.0,91.0,971.9,1001.2,4.5,0.0
2022-01-06,6.1,7.3,1.0,5.1,77.4,982.0,1012.0,0.1,0.2
2022-01-07,1.8,1.5,-4.4,3.3,76.8,991.5,1022.4,0.0,0.0
2022-01-08,4.8,1.3,-4.4,3.6,79.6,985.0,1015.7,0.0,0.0
2022-01-09,5.6,1.8,-1.3,4.4,79.6,976.9,1007.0,0.0,0.0
2022-01-10,7.1,3.5,-3.7,4.2,90.4,989.2,1019.9,0.0,0.0
2022-01-11,5.4,2.0,-2.8,3.9,78.1,1003.7,1034.8,0.0,0.0
2022-01-12,6.9,2.3,-4.5,3.6,80.6,1006.9,1038.3,0.0,0.0
2022-01-13,7.6,6.3,0.9,5.7,86.5,1003.1,1033.8,0.0,0.0
2022-01-14,7.8,7.6,2.9,6.6,87.6,995.9,1026.2,0.1,0.4
2022-01-15,1.6,4.6,0.1,5.1,83.8,998.0,1028.6,0.0,0.0
2022-01-16,6.9,2.5,-0.9,4.8,84.8,992.8,1023.4,0.0,0.2
2022-01-17,5.9,8.0,0.8,5.9,90.5,987.0,1017.2,5.1,0.0
2022-01-18,6.1,5.8,-0.8,4.8,83.4,1002.2,1033.0,0.0,0.0
2022-01-19,4.9,3.6,-0.8,4.8,83.4,996.8,1027.4,0.0,0.0
2022-01-20,5.5,6.9,0.0,4.9,79.4,983.4,1013.6,2.4,0.0
2022-01-21,7.1,7.3,-2.3,4.1,80.1,988.6,1019.2,0.0,2.5
2022-01-22,7.4,3.9,-2.9,4.3,87.1,992.5,1023.3,0.1,0.0
2022-01-23,7.4,3.6,-2.2,4.2,80.4,1000.9,1031.9,0.0,0.0
2022-01-24,4.3,1.3,-4.6,3.3,76.5,1005.5,1036.9,0.0,0.0
2022-01-25,8.0,4.3,0.2,5.7,91.3,1000.1,1030.8,0.0,1.1
2022-01-26,8.0,4.1,1.0,6.4,96.3,996.3,1026.8,0.5,0.0
2022-01-27,7.8,6.5,1.1,5.9,89.3,989.6,1019.9,0.3,1.2
2022-01-28,7.3,8.5,1.9,6.2,88.6,987.2,1017.3,6.8,0.2
2022-01-29,5.4,5.5,0.6,5.4,85.0,991.3,1021.6,0.9,2.2
2022-01-30,7.6,12.1,3.8,6.3,77.9,977.5,1007.1,2.4,0.0
2022-01-31,7.6,4.1,1.3,4.9,73.8,978.4,1008.3,0.0,0.0
2022-02-01,7.3,3.9,0.1,5.3,86.3,978.9,1008.9,0.0,5.6
2022-02-02,7.6,5.9,2.1,6.5,91.3,974.4,1004.1,5.7,0.7
2022-02-03,5.8,3.4,0.8,5.4,84.0,989.7,1020.0,0.0,1.0
2022-02-04,7.3,2.3,2.9,6.5,86.6,984.6,1014.5,0.1,0.2
2022-02-05,6.3,5.9,3.1,6.0,78.6,986.1,1016.0,0.2,0.1
2022-02-06,7.1,5.9,2.9,6.0,79.3,981.3,1011.1,1.5,3.0
2022-02-07,7.3,5.8,2.9,6.4,84.6,976.3,1006.0,2.9,0.0
2022-02-08,7.4,7.3,3.1,6.3,82.4,992.6,1022.7,0.1,3.2
2022-02-09,8.0,5.1,6.2,8.8,92.8,995.7,1025.6,0.2,0.0
2022-02-10,7.6,2.9,6.7,7.3,75.4,992.1,1021.8,0.0,0.0
2022-02-11,7.6,4.4,4.9,7.1,82.0,991.4,1021.2,0.0,0.2
2022-02-12,2.6,2.8,1.1,4.6,70.0,1003.5,1034.2,0.0,0.0
2022-02-13,1.8,1.1,-0.5,3.7,66.5,996.0,1026.6,0.0,0.0
2022-02-14,.0,1.8,1.2,4.2,66.0,986.9,1017.1,0.0,0.0
2022-02-15,2.4,1.8,2.7,5.6,76.8,984.7,1014.7,0.0,0.1
2022-02-16,6.1,3.6,5.8,6.1,68.9,980.6,1010.1,0.2,0.6
2022-02-17,7.4,10.5,7.9,7.6,71.6,967.4,996.3,11.2,0.6
2022-02-18,5.6,5.9,6.0,6.0,64.3,978.5,1007.9,0.0,0.0
2022-02-19,3.4,9.1,7.8,5.0,46.8,980.1,1009.3,0.0,0.0
2022-02-20,5.5,4.8,3.0,5.9,76.1,983.0,1012.9,0.7,0.6
2022-02-21,5.9,5.4,5.7,7.0,75.1,972.4,1001.7,1.4,0.0
2022-02-22,5.4,5.5,3.7,5.8,73.0,981.7,1011.4,0.0,0.8
2022-02-23,4.8,5.0,3.8,6.2,77.4,990.5,1020.5,1.9,0.0
2022-02-24,2.8,1.5,3.6,5.0,67.8,991.4,1021.4,0.0,0.0
2022-02-25,4.6,3.8,2.5,5.7,78.0,989.2,1019.3,1.3,0.0
2022-02-26,4.5,1.1,0.4,5.5,88.0,999.8,1030.4,0.5,0.0
2022-02-27,4.4,2.8,1.1,5.1,79.0,1004.8,1035.5,0.0,0.0
2022-02-28,4.9,4.1,-0.2,4.4,73.3,1004.7,1035.6,0.0,0.0
2022-03-01,.9,1.8,-0.6,3.7,66.8,1003.9,1034.8,0.0,0.0
2022-03-02,2.3,1.5,-0.8,3.7,66.3,995.7,1026.3,0.0,0.0
2022-03-03,4.5,2.3,0.6,3.8,62.4,989.0,1019.3,0.0,0.0
2022-03-04,7.8,2.0,0.5,5.1,79.8,990.3,1020.7,0.3,0.3
2022-03-05,6.8,3.0,0.6,4.5,71.8,993.3,1023.7,0.0,0.0
2022-03-06,7.9,2.6,-0.4,3.8,65.0,993.3,1023.8,0.0,0.0
2022-03-07,7.0,3.0,-0.1,3.8,63.1,992.1,1022.5,0.0,0.0
2022-03-08,5.8,3.0,1.0,4.6,72.0,993.8,1024.2,0.0,0.0
2022-03-09,7.5,3.8,3.3,4.9,66.4,994.2,1024.3,0.0,0.0
2022-03-10,2.8,5.9,-1.0,3.5,61.0,1002.9,1033.8,0.0,0.0
2022-03-11,.0,4.1,-2.9,2.5,52.8,1005.3,1036.5,0.0,0.0
2022-03-12,1.5,2.1,-0.9,2.4,47.0,1001.8,1032.6,0.0,0.0
2022-03-13,1.8,2.9,1.2,3.1,52.4,998.4,1028.9,0.0,0.0
2022-03-14,.3,1.9,4.0,4.0,54.0,1001.0,1031.2,0.0,0.0
2022-03-15,5.1,1.4,6.4,4.7,52.4,999.9,1029.9,0.0,0.0
2022-03-16,4.3,2.5,7.1,6.0,59.8,994.7,1024.5,0.0,0.0
2022-03-17,2.9,5.4,3.9,4.3,56.3,1003.8,1034.1,0.0,0.0
2022-03-18,3.3,4.1,2.9,3.2,43.6,1010.0,1040.7,0.0,0.0
2022-03-19,.0,4.5,1.8,2.8,43.6,1012.3,1043.2,0.0,0.0
2022-03-20,2.0,4.1,2.2,3.0,45.1,1012.9,1043.7,0.0,0.0
2022-03-21,.0,2.6,4.5,3.3,44.0,1010.6,1041.1,0.0,0.0
2022-03-22,.0,2.5,6.6,4.3,49.0,1008.1,1038.3,0.0,0.0
2022-03-23,.0,1.5,8.5,4.0,45.8,1001.7,1031.5,0.0,0.0
2022-03-24,.0,1.6,7.1,4.5,48.5,998.0,1027.9,0.0,0.0
2022-03-25,.9,1.3,7.7,5.4,56.0,998.1,1027.9,0.0,0.0
2022-03-26,3.3,5.5,9.0,6.5,59.0,996.8,1026.4,0.0,0.0
2022-03-27,3.5,1.3,5.4,3.9,45.9,1001.7,1031.8,0.0,0.0
2022-03-28,1.1,4.0,9.0,5.1,48.1,992.2,1021.7,0.0,0.0
2022-03-29,6.6,2.9,9.8,8.3,69.0,980.5,1009.5,0.3,0.1
2022-03-30,7.6,2.0,8.0,7.4,72.1,975.7,1004.7,0.6,4.4
2022-03-31,8.0,5.9,2.9,7.0,93.4,971.9,1001.4,3.9,7.1
2022-04-01,8.0,4.3,0.4,5.9,93.8,969.9,999.6,3.2,0.1
2022-04-02,8.0,3.3,-0.3,5.2,87.0,975.6,1005.6,0.9,0.9
2022-04-03,6.9,3.1,-0.5,4.4,75.3,985.1,1015.4,0.0,0.0
2022-04-04,5.8,5.4,2.9,4.4,58.9,984.2,1014.1,0.0,0.5
2022-04-05,7.9,8.0,5.4,7.1,78.8,975.4,1004.7,0.9,0.0
2022-04-06,6.9,5.4,10.5,8.7,69.1,976.5,1005.4,0.0,0.0
2022-04-07,6.3,5.0,12.5,8.2,59.6,968.0,996.4,0.0,0.6
2022-04-08,6.3,7.8,10.2,7.0,59.0,968.5,997.1,0.7,5.8
2022-04-09,6.9,3.1,5.0,7.6,86.1,973.3,1002.6,2.1,0.0
2022-04-10,4.1,3.6,2.9,5.6,76.5,986.4,1016.3,0.0,0.0
2022-04-11,5.0,4.1,4.7,5.7,68.6,991.2,1021.1,0.0,0.0
2022-04-12,3.9,1.3,7.2,5.7,60.3,992.4,1022.1,0.0,0.0
2022-04-13,3.1,3.3,8.5,5.3,51.1,993.5,1023.1,0.0,0.0
2022-04-14,3.9,1.5,13.0,6.7,47.0,991.0,1020.0,0.0,0.0
2022-04-15,6.6,3.5,10.9,10.4,79.5,990.7,1020.0,3.6,1.7
2022-04-16,7.3,3.9,6.3,6.8,71.3,996.6,1026.5,0.3,0.0
2022-04-17,5.9,2.6,5.4,4.9,55.8,997.3,1027.2,0.0,0.0
2022-04-18,5.6,2.1,5.0,4.9,59.3,988.5,1018.2,0.0,0.0
2022-04-19,4.8,3.4,5.9,5.6,59.8,983.8,1013.4,1.2,0.0
2022-04-20,6.1,3.6,4.1,6.2,75.4,985.0,1014.8,0.0,0.0
2022-04-21,7.6,2.1,7.7,7.7,74.4,984.0,1013.3,0.0,0.0
2022-04-22,7.6,4.3,8.0,9.0,84.1,981.7,1010.9,0.0,0.0
2022-04-23,4.0,1.8,9.0,7.4,66.6,980.1,1009.2,0.0,0.6
2022-04-24,6.0,3.0,8.8,9.6,83.6,976.5,1005.5,2.5,0.4
2022-04-25,6.9,2.5,9.5,10.5,88.1,978.1,1007.1,2.5,0.0
2022-04-26,6.8,2.4,8.3,8.9,81.5,987.3,1016.7,0.0,0.0
2022-04-27,5.8,1.4,8.2,8.5,79.5,992.6,1022.2,0.0,0.0
2022-04-28,3.5,2.1,11.2,7.7,61.3,996.3,1025.7,0.0,0.0
2022-04-29,2.8,1.9,10.7,6.7,56.1,997.6,1027.1,0.0,0.0
2022-04-30,4.1,1.5,10.5,6.6,55.8,994.6,1024.0,0.0,0.0
2022-05-01,4.9,1.8,12.4,7.6,56.3,991.6,1020.8,0.0,0.0
2022-05-02,4.4,1.3,14.2,8.4,55.3,988.9,1017.7,0.0,0.0
2022-05-03,4.1,2.0,13.9,9.5,62.0,986.7,1015.5,0.2,0.0
2022-05-04,4.3,2.9,14.2,9.0,57.4,989.4,1018.2,0.0,0.0
2022-05-05,4.5,2.4,14.3,10.5,65.9,991.2,1020.1,0.1,4.8
2022-05-06,6.8,1.5,13.8,13.6,86.5,993.9,1023.0,0.0,0.4
2022-05-07,7.5,0.9,14.9,11.9,72.0,993.9,1022.8,0.0,0.0
2022-05-08,5.6,2.1,15.8,12.4,70.8,994.3,1023.1,0.0,0.3
2022-05-09,3.3,2.9,15.5,10.4,60.6,997.3,1026.2,0.0,0.0
2022-05-10,1.0,2.5,14.2,7.7,50.9,994.0,1023.0,0.0,0.0
2022-05-11,4.3,3.0,17.7,11.0,57.5,987.8,1016.3,0.0,0.0
2022-05-12,2.5,4.1,19.4,12.1,56.3,986.2,1014.5,0.0,0.0
2022-05-13,4.8,2.9,16.8,11.5,61.8,987.9,1016.4,0.5,0.0
2022-05-14,4.6,3.0,15.3,9.9,58.9,990.4,1019.2,0.0,0.0
2022-05-15,3.3,2.5,15.3,9.6,57.9,991.5,1020.3,0.0,0.0
2022-05-16,3.3,1.8,15.3,9.4,58.5,991.1,1019.9,0.0,0.0
2022-05-17,6.4,3.6,15.4,9.5,55.0,990.1,1018.8,0.0,0.0
2022-05-18,.0,1.6,11.8,5.9,45.1,998.8,1028.2,0.0,0.0
2022-05-19,3.3,1.4,15.3,7.6,48.5,997.2,1026.1,0.0,0.0
2022-05-20,5.8,3.4,18.8,12.3,58.0,990.8,1019.2,0.0,2.5
2022-05-21,4.4,7.0,18.8,11.9,55.8,985.4,1013.6,0.1,0.0
2022-05-22,4.9,5.1,13.7,9.5,61.4,986.0,1014.8,0.0,0.0
2022-05-23,3.4,2.3,13.0,9.3,64.6,984.5,1013.4,0.0,0.0
2022-05-24,7.1,2.5,14.8,12.7,75.1,981.8,1010.3,0.4,0.6
2022-05-25,7.6,1.5,14.0,14.9,93.0,986.2,1014.9,1.4,0.0
2022-05-26,5.5,4.9,15.9,11.8,68.8,990.1,1018.8,0.0,0.0
2022-05-27,6.8,5.4,14.8,11.7,72.1,986.9,1015.6,4.8,0.1
2022-05-28,3.8,4.9,11.0,9.3,72.1,985.4,1014.4,0.0,0.0
2022-05-29,3.8,2.3,12.4,8.4,61.1,984.1,1013.0,0.0,0.2
2022-05-30,5.9,3.1,12.9,10.4,72.1,983.4,1012.2,0.0,0.0
2022-05-31,3.9,2.6,15.9,10.3,60.6,987.5,1016.1,0.0,0.0
2022-06-01,4.3,2.6,16.9,11.7,64.6,986.7,1015.1,0.3,1.5
2022-06-02,5.4,2.5,17.2,12.1,64.6,990.9,1019.5,0.0,0.0
2022-06-03,2.4,2.5,17.8,10.2,54.8,993.3,1021.9,0.0,0.6
2022-06-04,7.0,2.0,16.5,15.7,83.4,990.0,1018.6,4.2,0.0
2022-06-05,2.1,2.5,18.9,14.0,68.3,991.1,1019.5,0.0,0.0
2022-06-06,5.6,2.5,19.4,13.6,63.0,988.4,1016.7,0.0,0.0
2022-06-07,6.1,2.6,20.1,16.7,74.1,985.3,1013.4,1.2,0.6
2022-06-08,7.4,2.6,17.9,17.7,86.9,983.1,1011.3,13.7,7.4
2022-06-09,6.8,2.1,18.7,18.4,86.1,981.2,1009.4,2.0,0.0
2022-06-10,7.0,3.3,18.1,17.0,82.8,990.2,1018.6,0.0,0.0
2022-06-11,1.8,1.9,18.9,13.5,64.9,993.3,1021.8,0.0,0.0
2022-06-12,1.5,1.1,19.0,13.8,65.9,992.1,1020.6,0.0,0.0
2022-06-13,5.6,2.9,16.3,14.1,78.3,987.7,1016.3,5.4,1.4
2022-06-14,4.1,2.9,14.8,11.1,68.4,992.0,1020.9,0.0,0.0
2022-06-15,3.3,1.9,16.4,11.1,62.0,992.9,1021.6,0.0,0.0
2022-06-16,5.4,2.5,17.9,13.9,70.9,990.0,1018.4,2.6,0.0
2022-06-17,3.5,3.6,17.5,14.0,72.3,992.9,1021.5,0.0,0.0
2022-06-18,1.8,2.0,19.8,13.2,61.4,992.5,1020.9,0.0,0.0
2022-06-19,.6,2.5,23.3,14.9,55.9,986.0,1013.8,0.0,0.0
2022-06-20,3.1,2.3,21.7,16.7,67.9,981.4,1009.2,1.1,0.6
2022-06-21,4.9,6.1,15.3,11.4,66.8,984.3,1012.9,0.0,0.0
2022-06-22,2.6,2.8,17.7,11.0,58.3,985.4,1013.7,0.0,0.0
2022-06-23,2.0,1.8,19.0,11.8,57.8,987.6,1015.9,0.0,0.0
2022-06-24,1.4,4.1,21.4,12.3,52.1,986.3,1014.3,0.0,0.0
2022-06-25,4.0,3.5,23.3,13.9,51.8,984.6,1012.4,0.0,0.0
2022-06-26,.5,2.5,23.9,14.0,50.1,988.0,1015.8,0.0,0.0
2022-06-27,.4,2.9,25.2,16.5,54.4,988.9,1016.7,0.0,0.0
2022-06-28,5.0,1.9,22.5,19.9,74.3,990.2,1018.2,14.6,0.0
2022-06-29,4.1,2.3,23.9,21.1,73.8,988.2,1016.0,0.0,0.0
2022-06-30,2.9,2.0,26.7,20.5,61.5,984.9,1012.4,0.0,0.0
2022-07-01,2.5,2.4,27.3,18.6,55.8,984.7,1012.2,0.0,0.2
2022-07-02,6.5,4.3,17.9,17.0,83.0,994.6,1023.2,0.0,0.0
2022-07-03,3.3,2.6,20.7,16.1,68.6,991.7,1020.0,0.0,0.0
2022-07-04,3.4,2.4,23.5,15.9,59.3,988.8,1016.8,0.0,3.8
2022-07-05,7.6,0.9,19.4,18.5,83.1,989.3,1017.6,14.1,8.8
2022-07-06,5.6,3.8,17.6,15.3,77.3,990.4,1019.0,0.6,0.0
2022-07-07,4.8,2.4,17.0,13.5,72.4,990.1,1018.7,0.0,0.0
2022-07-08,6.9,2.6,16.7,15.6,83.1,993.1,1021.7,12.8,1.4
2022-07-09,6.3,3.9,17.3,13.2,69.1,992.5,1021.1,0.0,0.0
2022-07-10,6.0,4.5,14.8,11.6,70.6,988.2,1017.0,0.3,0.0
2022-07-11,6.8,4.5,13.7,12.1,78.4,990.0,1018.9,4.7,1.8
2022-07-12,6.8,4.3,16.0,13.9,77.5,990.8,1019.5,4.2,0.0
2022-07-13,3.8,5.5,20.7,13.5,56.9,989.5,1017.7,0.0,0.0
2022-07-14,5.8,4.3,22.6,16.7,62.5,987.0,1014.9,1.0,6.2
2022-07-15,4.3,4.1,17.9,12.8,64.3,988.8,1017.3,0.0,0.0
2022-07-16,4.6,3.6,15.6,11.5,68.4,991.0,1019.7,0.9,0.1
2022-07-17,1.8,3.5,16.0,11.3,65.4,996.4,1025.3,0.0,0.0
2022-07-18,3.6,1.6,17.9,11.3,59.6,996.7,1025.4,0.0,0.0
2022-07-19,2.0,1.9,21.4,13.7,58.1,993.8,1022.0,0.0,0.0
2022-07-20,.4,1.8,23.9,15.4,57.1,992.6,1020.6,0.0,0.0
2022-07-21,.6,3.1,23.8,15.8,57.1,991.0,1018.9,0.0,0.0
2022-07-22,2.8,2.5,24.3,18.3,61.8,989.2,1017.1,0.0,0.0
2022-07-23,4.4,2.1,24.1,19.0,67.9,987.7,1015.6,7.4,1.8
2022-07-24,3.6,3.4,21.2,15.3,63.0,990.7,1018.9,0.0,0.0
2022-07-25,1.4,2.0,20.9,12.9,56.9,987.7,1015.8,0.0,0.0
2022-07-26,5.8,3.1,18.6,17.4,81.5,983.9,1012.1,3.3,0.0
2022-07-27,5.0,2.3,18.7,16.1,76.5,987.5,1015.8,0.0,0.0
2022-07-28,3.8,2.8,19.9,13.3,58.1,990.6,1018.9,0.0,0.0
2022-07-29,4.6,5.0,20.5,15.6,66.3,989.7,1017.9,1.7,0.0
2022-07-30,7.3,3.1,19.4,19.4,87.0,984.7,1012.9,3.0,4.9
2022-07-31,8.0,4.9,15.9,16.9,93.6,983.4,1011.8,4.1,0.0
2022-08-01,5.0,2.9,19.5,17.0,77.4,986.4,1014.6,0.4,0.0
2022-08-02,3.8,3.6,20.5,18.7,79.0,989.8,1018.0,0.0,0.0
2022-08-03,2.3,1.0,21.1,16.4,69.6,991.0,1019.1,0.0,0.0
2022-08-04,1.1,3.3,22.1,15.6,62.4,990.2,1018.3,0.0,0.0
2022-08-05,.6,2.0,24.1,16.1,56.9,987.0,1014.8,0.0,0.0
2022-08-06,5.5,2.6,19.0,17.5,80.1,991.7,1020.1,0.0,0.0
2022-08-07,6.4,2.0,17.7,13.4,68.1,995.2,1023.8,0.0,0.0
2022-08-08,6.3,3.4,17.9,12.1,60.9,994.9,1023.6,0.0,0.0
2022-08-09,3.8,3.6,19.7,12.7,57.3,996.6,1025.1,0.0,0.0
2022-08-10,1.3,2.3,19.2,12.3,58.1,997.0,1025.5,0.0,0.0
2022-08-11,3.8,2.3,17.7,13.2,67.3,994.8,1023.5,0.1,0.0
2022-08-12,2.4,3.1,18.9,15.2,71.8,992.4,1020.9,0.0,0.0
2022-08-13,7.8,2.6,19.1,19.9,90.1,987.6,1015.9,17.4,0.4
2022-08-14,5.6,2.0,21.1,19.7,79.6,982.7,1010.7,0.0,0.0
2022-08-15,4.1,1.9,21.3,19.6,79.4,980.0,1007.8,0.0,0.0
2022-08-16,3.0,1.5,22.2,20.6,79.3,981.4,1009.2,0.0,0.0
2022-08-17,1.1,1.9,23.1,20.4,74.9,983.8,1011.6,0.0,0.0
2022-08-18,2.3,3.4,23.6,19.4,69.8,984.7,1012.5,0.0,0.0
2022-08-19,4.4,3.4,25.7,19.8,64.0,983.6,1011.1,0.0,0.0
2022-08-20,6.3,2.3,22.1,20.6,79.4,984.0,1011.8,0.1,0.0
2022-08-21,7.3,3.1,19.3,19.8,89.0,982.9,1011.0,18.0,23.0
2022-08-22,7.6,2.5,18.5,19.9,93.6,983.9,1012.2,6.5,26.8
2022-08-23,6.5,2.4,20.2,20.0,85.5,986.5,1014.7,0.0,0.0
2022-08-24,7.3,2.3,21.2,21.2,85.1,990.5,1018.7,7.7,0.0
2022-08-25,1.6,2.3,22.2,20.1,77.1,989.3,1017.3,0.0,0.0
2022-08-26,.5,3.3,22.1,15.6,62.5,985.8,1013.7,0.0,0.0
2022-08-27,2.8,2.0,21.5,16.4,66.1,984.2,1012.1,0.0,14.2
2022-08-28,6.6,2.4,20.2,19.7,84.5,985.5,1013.7,2.4,0.0
2022-08-29,5.1,3.6,19.1,17.3,79.0,990.0,1018.4,0.0,0.0
2022-08-30,2.3,2.1,16.9,14.6,77.4,992.1,1020.8,0.0,0.0
2022-08-31,5.4,2.4,16.7,13.7,73.0,992.2,1020.8,0.0,0.0
2022-09-01,3.6,2.9,15.7,10.9,63.4,991.9,1020.7,0.0,0.0
2022-09-02,4.0,3.1,14.3,10.1,64.1,992.0,1020.9,0.0,0.0
2022-09-03,4.1,4.0,13.6,11.6,74.1,991.3,1020.2,0.0,0.0
2022-09-04,5.9,2.4,13.9,13.7,86.1,994.1,1023.1,0.2,0.0
2022-09-05,2.1,2.9,16.0,12.1,68.5,997.1,1026.0,0.0,0.0
2022-09-06,3.5,4.4,15.1,9.6,57.6,994.2,1023.1,0.0,0.0
2022-09-07,3.9,3.4,15.7,10.3,57.5,989.9,1018.6,0.0,0.0
2022-09-08,4.9,3.8,18.5,15.2,71.0,984.8,1013.0,0.0,5.4
2022-09-09,6.4,2.5,18.7,16.4,77.6,986.3,1014.6,0.0,4.0
2022-09-10,6.8,1.9,15.8,15.6,87.5,984.6,1013.1,7.6,3.8
2022-09-11,6.9,4.5,14.1,14.4,90.1,984.1,1012.8,13.5,0.0
2022-09-12,3.4,3.6,13.3,11.3,76.0,987.3,1016.1,0.0,0.0
2022-09-13,4.9,2.3,14.3,12.1,76.6,984.3,1013.0,0.0,0.0
2022-09-14,7.1,1.9,15.9,15.5,86.3,978.5,1006.9,1.4,1.5
2022-09-15,7.4,1.8,16.1,16.9,92.4,975.0,1003.2,3.2,0.0
2022-09-16,6.6,3.8,13.3,12.9,84.9,978.3,1006.9,1.3,0.0
2022-09-17,6.4,3.0,10.7,11.0,86.6,977.8,1006.7,0.0,5.0
2022-09-18,6.5,5.5,9.5,10.5,88.5,978.4,1007.3,1.3,2.5
2022-09-19,6.9,3.6,8.7,9.9,88.8,982.0,1011.2,1.8,1.2
2022-09-20,6.4,3.6,10.5,10.7,84.8,988.0,1017.2,0.1,0.0
2022-09-21,6.6,3.6,9.8,10.6,88.3,993.0,1022.4,0.4,0.1
2022-09-22,6.1,2.9,9.3,10.3,88.6,993.6,1023.1,2.9,0.0
2022-09-23,4.5,1.9,9.7,9.7,82.3,991.5,1020.9,0.0,0.0
2022-09-24,4.9,1.1,8.9,8.9,79.8,987.9,1017.2,0.0,0.0
2022-09-25,6.8,0.9,10.0,10.9,88.6,984.7,1013.9,0.1,0.0
2022-09-26,5.4,0.6,11.0,12.0,91.0,978.9,1007.7,0.1,0.0
2022-09-27,7.5,2.4,10.9,11.7,90.0,972.7,1001.4,0.3,1.1
2022-09-28,5.8,2.6,11.8,10.3,75.9,972.0,1000.6,0.0,1.8
2022-09-29,6.4,1.9,10.0,10.6,86.9,976.7,1005.6,0.2,0.5
2022-09-30,7.9,2.6,10.7,12.1,94.5,983.1,1012.1,3.3,0.3
2022-10-01,7.9,1.5,11.7,12.9,93.8,983.9,1012.8,0.2,0.8
2022-10-02,6.4,4.9,11.8,11.5,83.8,984.8,1013.8,1.4,3.8
2022-10-03,7.4,6.5,10.4,11.1,87.9,986.9,1016.0,2.9,2.3
2022-10-04,4.6,4.1,10.1,10.1,82.6,992.0,1021.3,0.0,0.0
2022-10-05,5.0,1.4,9.9,9.9,82.3,995.3,1024.8,0.0,0.0
2022-10-06,4.1,2.1,12.9,12.1,81.3,998.7,1027.9,0.0,0.0
2022-10-07,.5,1.6,12.9,12.0,82.4,998.8,1028.0,0.0,0.0
2022-10-08,4.0,2.1,13.2,12.5,83.5,991.5,1020.5,0.0,0.0
2022-10-09,3.5,3.3,11.0,9.6,74.5,997.5,1026.9,0.0,0.0
2022-10-10,1.4,2.8,8.7,8.5,78.0,995.0,1024.6,0.0,0.0
2022-10-11,4.6,2.1,9.6,10.3,85.9,995.1,1024.6,0.1,0.0
2022-10-12,2.5,1.6,6.7,7.8,81.5,998.1,1027.9,0.0,0.0
2022-10-13,.8,1.6,7.9,8.6,81.3,994.6,1024.3,0.0,0.0
2022-10-14,6.3,0.9,10.7,11.0,85.4,990.0,1019.2,0.0,0.0
2022-10-15,6.8,1.5,12.7,11.1,77.6,987.6,1016.6,0.0,0.0
2022-10-16,5.6,1.4,14.3,12.5,78.5,993.3,1022.2,0.0,0.0
2022-10-17,1.4,1.0,14.2,11.9,77.0,999.9,1029.0,0.0,0.0
2022-10-18,2.6,2.3,13.2,11.1,76.0,996.7,1025.8,0.0,2.4
2022-10-19,5.9,3.9,10.8,10.8,83.1,995.6,1025.0,0.4,0.1
2022-10-20,.4,2.5,5.5,7.1,80.8,997.7,1027.7,0.0,0.0
2022-10-21,5.8,1.8,5.8,7.9,84.4,990.3,1020.1,0.0,0.0
2022-10-22,6.8,2.9,9.0,10.6,91.1,987.4,1016.7,4.5,0.0
2022-10-23,5.4,1.8,12.0,12.2,87.4,991.0,1020.1,0.0,0.0
2022-10-24,5.9,2.5,12.6,12.4,85.1,987.7,1016.6,0.0,2.4
2022-10-25,5.8,3.6,13.8,13.8,87.4,989.0,1017.9,0.3,0.0
2022-10-26,1.6,1.0,11.0,10.7,83.0,993.3,1022.6,0.0,0.0
2022-10-27,1.1,1.0,10.4,10.9,86.4,998.8,1028.4,0.0,0.0
2022-10-28,3.4,2.0,11.3,11.6,86.1,997.8,1027.2,0.0,0.0
2022-10-29,6.1,3.4,12.6,12.3,84.8,994.7,1023.8,0.0,0.0
2022-10-30,4.5,1.6,13.2,12.7,84.8,992.6,1021.7,0.0,0.0
2022-10-31,.9,1.1,12.5,12.0,84.3,992.5,1021.6,0.0,0.0
2022-11-01,5.6,3.0,9.9,10.9,89.5,990.4,1019.7,0.0,0.0
2022-11-02,5.0,3.4,11.9,11.3,81.8,993.3,1022.5,0.0,0.0
2022-11-03,3.1,2.1,8.5,8.8,80.4,992.2,1021.8,0.0,0.0
2022-11-04,6.6,2.6,10.5,9.9,78.9,979.9,1008.8,0.3,4.1
