Data,Kraków - ul. Złoty Róg (pył zawieszony PM10 [jednostka ug/m3]),
2021-08-12,20.94,
2021-08-13,28.78,
2021-08-14,26.00,
2021-08-15,25.84,
2021-08-16,21.73,
2021-08-17,11.48,
2021-08-18,14.47,
2021-08-19,10.71,
2021-08-20,19.81,
2021-08-21,20.80,
2021-08-22,19.85,
2021-08-23,12.60,
2021-08-24,11.29,
2021-08-25,23.55,
2021-08-26,18.85,
2021-08-27,20.91,
2021-08-28,13.66,
2021-08-29,15.20,
2021-08-30,12.08,
2021-08-31,7.06,
2021-09-01,11.25,
2021-09-02,18.77,
2021-09-03,22.70,
2021-09-04,24.62,
2021-09-05,12.98,
2021-09-06,20.24,
2021-09-07,28.04,
2021-09-08,28.44,
2021-09-09,30.12,
2021-09-10,33.81,
2021-09-11,32.41,
2021-09-12,26.01,
2021-09-13,28.53,
2021-09-14,31.05,
2021-09-15,35.28,
2021-09-16,36.80,
2021-09-17,13.32,
2021-09-18,10.54,
2021-09-19,15.97,
2021-09-20,13.27,
2021-09-21,20.74,
2021-09-22,16.01,
2021-09-23,24.56,
2021-09-24,19.78,
2021-09-25,21.01,
2021-09-26,22.09,
2021-09-27,26.30,
2021-09-28,23.39,
2021-09-29,31.23,
2021-09-30,27.68,
2021-10-01,23.42,
2021-10-02,26.54,
2021-10-03,26.77,
2021-10-04,37.15,
2021-10-05,34.82,
2021-10-06,27.28,
2021-10-07,42.18,
2021-10-08,39.84,
2021-10-09,30.38,
2021-10-10,42.10,
2021-10-11,65.73,
2021-10-12,36.65,
2021-10-13,20.35,
2021-10-14,30.00,
2021-10-15,22.10,
2021-10-16,23.39,
2021-10-17,34.57,
2021-10-18,41.14,
2021-10-19,31.23,
2021-10-20,32.89,
2021-10-21,26.77,
2021-10-22,13.54,
2021-10-23,18.25,
2021-10-24,30.50,
2021-10-25,41.62,
2021-10-26,57.17,
2021-10-27,47.87,
2021-10-28,59.50,
2021-10-29,68.71,
2021-10-30,39.36,
2021-10-31,30.88,
2021-11-01,32.60,
2021-11-02,34.50,
2021-11-03,21.70,
2021-11-04,16.20,
2021-11-05,13.03,
2021-11-06,28.96,
2021-11-07,35.50,
2021-11-08,19.57,
2021-11-09,28.89,
2021-11-10,53.74,
2021-11-11,70.78,
2021-11-12,55.24,
2021-11-13,54.45,
2021-11-14,56.19,
2021-11-15,51.39,
2021-11-16,44.67,
2021-11-17,45.55,
2021-11-18,24.12,
2021-11-19,15.50,
2021-11-20,-,
2021-11-21,-,
2021-11-22,27.57,
2021-11-23,20.34,
2021-11-24,27.46,
2021-11-25,66.00,
2021-11-26,56.16,
2021-11-27,27.35,
2021-11-28,45.27,
2021-11-29,23.17,
2021-11-30,13.18,
2021-12-01,11.27,
2021-12-02,15.79,
2021-12-03,22.57,
2021-12-04,33.42,
2021-12-05,33.53,
2021-12-06,53.05,
2021-12-07,33.36,
2021-12-08,30.83,
2021-12-09,34.40,
2021-12-10,73.76,
2021-12-11,69.44,
2021-12-12,58.27,
2021-12-13,115.08,
2021-12-14,134.86,
2021-12-15,72.68,
2021-12-16,34.72,
2021-12-17,20.12,
2021-12-18,24.54,
2021-12-19,13.18,
2021-12-20,12.55,
2021-12-21,27.82,
2021-12-22,64.32,
2021-12-23,59.57,
2021-12-24,14.87,
2021-12-25,15.65,
2021-12-26,39.09,
2021-12-27,59.25,
2021-12-28,39.31,
2021-12-29,66.03,
2021-12-30,73.56,
2021-12-31,11.91,
